"","location_key","life_expectancy","smoking_prevalence","diabetes_prevalence","infant_mortality_rate","adult_male_mortality_rate","adult_female_mortality_rate","pollution_mortality_rate","comorbidity_mortality_rate","hospital_beds_per_1000","nurses_per_1000","physicians_per_1000","health_expenditure_usd","out_of_pocket_health_expenditure_usd"
"1844","US_MO_29047",78.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","US_MO_29049",76.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","US_MO_29051",77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","US_MO_29053",76.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848","US_MO_29055",75.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","US_MO_29057",77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850","US_MO_29059",77.133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","US_MO_29061",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","US_MO_29063",79.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","US_MO_29065",75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1854","US_MO_29067",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","US_MO_29069",73.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1856","US_MO_29071",77.094118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","US_MO_29073",76.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1858","US_MO_29075",78.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","US_MO_29077",77.056897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860","US_MO_29079",78.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","US_MO_29081",77.133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862","US_MO_29083",74.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","US_MO_29085",82.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","US_MO_29087",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","US_MO_29089",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866","US_MO_29091",75.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","US_MO_29093",75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868","US_MO_29095",75.773295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","US_MO_29097",75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","US_MO_29099",76.468293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","US_MO_29101",77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1872","US_MO_29103",77.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","US_MO_29105",75.716667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874","US_MO_29107",77.057143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","US_MO_29109",76.557143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","US_MO_29111",77.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","US_MO_29113",76.628571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1878","US_MO_29115",76.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","US_MO_29117",77.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880","US_MO_29119",76.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","US_MO_29121",77.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","US_MO_29123",74.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","US_MO_29125",79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884","US_MO_29127",76.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","US_MO_29129",76.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886","US_MO_29131",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","US_MO_29133",75.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888","US_MO_29135",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","US_MO_29137",80.633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890","US_MO_29139",76.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","US_MO_29141",75.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1892","US_MO_29143",76.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","US_MO_29145",76.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894","US_MO_29147",77.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","US_MO_29149",75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1896","US_MO_29151",78.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","US_MO_29153",81.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","US_MO_29155",72.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","US_MO_29157",81.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","US_MO_29159",77.809091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","US_MO_29161",77.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902","US_MO_29163",76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","US_MO_29165",79.623529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","US_MO_29167",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","US_MO_29169",75.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1906","US_MO_29171",83.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","US_MO_29173",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1908","US_MO_29175",75.566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","US_MO_29177",77.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1910","US_MO_29179",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","US_MO_29181",71.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","US_MO_29183",79.933766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","US_MO_29185",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","US_MO_29186",77.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","US_MO_29187",74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","US_MO_29189",78.624084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","US_MO_29195",77.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","US_MO_29197",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","US_MO_29199",73.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","US_MO_29201",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","US_MO_29203",76.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","US_MO_29205",75.966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","US_MO_29207",75.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924","US_MO_29209",77.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","US_MO_29211",77.233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926","US_MO_29213",77.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","US_MO_29215",76.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928","US_MO_29217",75.933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","US_MO_29219",79.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930","US_MO_29221",74.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","US_MO_29223",75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932","US_MO_29225",76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","US_MO_29227",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934","US_MO_29229",75.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","US_MO_29510",73.394845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","US_MS",74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","US_MS_28001",73.144444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","US_MS_28003",73.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","US_MS_28005",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","US_MS_28007",76.883333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","US_MS_28009",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942","US_MS_28011",74.7375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","US_MS_28013",75.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","US_MS_28015",76.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","US_MS_28017",76.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","US_MS_28019",73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","US_MS_28021",74.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","US_MS_28023",73.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","US_MS_28025",74.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","US_MS_28027",74.414286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","US_MS_28029",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","US_MS_28031",74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","US_MS_28033",76.730303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","US_MS_28035",73.94375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","US_MS_28037",74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","US_MS_28039",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","US_MS_28041",73.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","US_MS_28043",73.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","US_MS_28045",76.271429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","US_MS_28047",74.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","US_MS_28049",75.133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","US_MS_28051",73.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","US_MS_28053",77.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","US_MS_28055",72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","US_MS_28057",74.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","US_MS_28059",75.120833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","US_MS_28061",74.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","US_MS_28063",76.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","US_MS_28065",74.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","US_MS_28067",75.269231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","US_MS_28069",75.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","US_MS_28071",77.877778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","US_MS_28073",76.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974","US_MS_28075",74.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","US_MS_28077",73.633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","US_MS_28079",73.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","US_MS_28081",77.372222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978","US_MS_28083",72.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","US_MS_28085",73.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","US_MS_28087",76.061538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","US_MS_28089",78.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982","US_MS_28091",71.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","US_MS_28093",74.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984","US_MS_28095",75.811111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","US_MS_28097",73.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986","US_MS_28099",72.685714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","US_MS_28101",73.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","US_MS_28103",76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","US_MS_28105",77.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","US_MS_28107",73.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","US_MS_28109",74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","US_MS_28111",74.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","US_MS_28113",73.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","US_MS_28115",77.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","US_MS_28117",76.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","US_MS_28119",72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","US_MS_28121",77.716667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","US_MS_28123",74.116667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","US_MS_28125",73.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","US_MS_28127",73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","US_MS_28129",79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002","US_MS_28131",74.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","US_MS_28133",73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","US_MS_28135",70.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","US_MS_28137",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","US_MS_28139",73.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","US_MS_28141",73.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","US_MS_28143",72.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","US_MS_28145",76.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","US_MS_28147",73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","US_MS_28149",74.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","US_MS_28151",72.268421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","US_MS_28153",74.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","US_MS_28155",75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","US_MS_28157",74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","US_MS_28159",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","US_MS_28161",73.266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","US_MS_28163",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","US_MT",78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","US_MT_30001",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","US_MT_30003",77.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","US_MT_30005",77.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","US_MT_30007",72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","US_MT_30009",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","US_MT_30011",78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","US_MT_30013",76.861905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","US_MT_30015",81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","US_MT_30017",76.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","US_MT_30019",81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","US_MT_30021",80.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","US_MT_30023",76.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032","US_MT_30025",79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","US_MT_30027",79.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","US_MT_30029",79.894444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035","US_MT_30031",80.915789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036","US_MT_30033",79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","US_MT_30035",75.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","US_MT_30039",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039","US_MT_30041",77.933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040","US_MT_30043",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041","US_MT_30045",82.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042","US_MT_30047",79.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043","US_MT_30049",79.278571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044","US_MT_30051",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045","US_MT_30053",78.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046","US_MT_30055",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047","US_MT_30057",84.133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048","US_MT_30059",75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049","US_MT_30061",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050","US_MT_30063",79.138889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051","US_MT_30065",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052","US_MT_30067",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053","US_MT_30071",78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054","US_MT_30073",78.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055","US_MT_30075",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056","US_MT_30077",77.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057","US_MT_30079",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058","US_MT_30081",80.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059","US_MT_30083",78.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2060","US_MT_30085",75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2061","US_MT_30087",79.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2062","US_MT_30089",79.566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2063","US_MT_30091",77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2064","US_MT_30093",75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","US_MT_30095",79.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066","US_MT_30097",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2067","US_MT_30099",83.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068","US_MT_30101",78.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069","US_MT_30105",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070","US_MT_30107",80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071","US_MT_30109",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072","US_MT_30111",78.129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073","US_NC",77.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2074","US_NC_37001",77.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2075","US_NC_37003",77.171429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2076","US_NC_37005",79.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2077","US_NC_37007",75.716667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078","US_NC_37009",77.483333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079","US_NC_37011",79.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080","US_NC_37013",75.490909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","US_NC_37015",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","US_NC_37017",76.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083","US_NC_37019",77.120833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084","US_NC_37021",77.932075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","US_NC_37023",76.747059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086","US_NC_37025",77.302703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087","US_NC_37027",75.85625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088","US_NC_37029",81.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089","US_NC_37031",78.071875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090","US_NC_37033",75.716667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091","US_NC_37035",75.943333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","US_NC_37037",82.091667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093","US_NC_37039",76.171429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","US_NC_37041",77.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","US_NC_37043",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096","US_NC_37045",74.561905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097","US_NC_37047",74.169231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098","US_NC_37049",76.605263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","US_NC_37051",75.096429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","US_NC_37053",76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","US_NC_37055",78.755556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102","US_NC_37057",75.946875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103","US_NC_37059",77.571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","US_NC_37061",79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","US_NC_37063",78.529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","US_NC_37065",76.307143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","US_NC_37067",77.145455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
