"","location_key","life_expectancy","smoking_prevalence","diabetes_prevalence","infant_mortality_rate","adult_male_mortality_rate","adult_female_mortality_rate","pollution_mortality_rate","comorbidity_mortality_rate","hospital_beds_per_1000","nurses_per_1000","physicians_per_1000","health_expenditure_usd","out_of_pocket_health_expenditure_usd"
"1171","US_IL_17103",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","US_IL_17105",77.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","US_IL_17107",77.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","US_IL_17109",78.555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","US_IL_17111",79.54902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","US_IL_17113",78.593939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","US_IL_17115",76.382353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","US_IL_17117",77.416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","US_IL_17119",76.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","US_IL_17121",75.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","US_IL_17123",76.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","US_IL_17125",75.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","US_IL_17127",74.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","US_IL_17129",78.933333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","US_IL_17131",78.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","US_IL_17133",79.966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","US_IL_17135",76.0375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","US_IL_17137",77.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","US_IL_17139",77.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","US_IL_17141",79.363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","US_IL_17143",76.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","US_IL_17145",77.283333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","US_IL_17147",79.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","US_IL_17149",79.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","US_IL_17151",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","US_IL_17153",75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","US_IL_17155",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","US_IL_17157",78.222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","US_IL_17159",77.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","US_IL_17161",78.020513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","US_IL_17163",75.853571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","US_IL_17165",74.144444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","US_IL_17167",76.94902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","US_IL_17169",79.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","US_IL_17171",79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","US_IL_17173",80.183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","US_IL_17175",80.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","US_IL_17177",79.884615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","US_IL_17179",78.683333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","US_IL_17181",76.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","US_IL_17183",75.108333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","US_IL_17185",78.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","US_IL_17187",79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","US_IL_17189",78.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","US_IL_17191",78.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","US_IL_17193",75.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","US_IL_17195",78.133333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","US_IL_17197",78.502143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","US_IL_17199",76.513333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","US_IL_17201",76.306667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","US_IL_17203",79.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","US_IN",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","US_IN_18001",80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","US_IN_18003",77.327957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","US_IN_18005",78.271429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","US_IN_18007",77.566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","US_IN_18009",75.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","US_IN_18011",79.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","US_IN_18013",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","US_IN_18015",79.783333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","US_IN_18017",78.281818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","US_IN_18019",75.326923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","US_IN_18021",78.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","US_IN_18023",77.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","US_IN_18025",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236","US_IN_18027",76.971429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237","US_IN_18029",78.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238","US_IN_18031",79.316667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","US_IN_18033",77.977778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","US_IN_18035",75.458333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","US_IN_18037",78.985714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","US_IN_18039",78.637143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","US_IN_18041",74.828571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","US_IN_18043",76.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","US_IN_18045",77.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1246","US_IN_18047",78.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","US_IN_18049",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248","US_IN_18051",78.557143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","US_IN_18053",75.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1250","US_IN_18055",76.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1251","US_IN_18057",81.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","US_IN_18059",77.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","US_IN_18061",78.066667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","US_IN_18063",79.580952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","US_IN_18065",76.638462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1256","US_IN_18067",75.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","US_IN_18069",77.577778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","US_IN_18071",76.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","US_IN_18073",77.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","US_IN_18075",76.471429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","US_IN_18077",75.571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","US_IN_18079",77.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","US_IN_18081",77.685714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1264","US_IN_18083",75.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","US_IN_18085",77.947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1266","US_IN_18087",79.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","US_IN_18089",75.172566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","US_IN_18091",75.553571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","US_IN_18093",74.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","US_IN_18095",75.230556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","US_IN_18097",75.014354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","US_IN_18099",78.941667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","US_IN_18101",78.366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","US_IN_18103",76.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","US_IN_18105",78.843478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1276","US_IN_18107",78.444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","US_IN_18109",76.269231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","US_IN_18111",76.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","US_IN_18113",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1280","US_IN_18115",78.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1281","US_IN_18117",77.016667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","US_IN_18119",76.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","US_IN_18121",78.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284","US_IN_18123",75.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","US_IN_18125",80.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","US_IN_18127",77.660714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287","US_IN_18129",77.885714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","US_IN_18131",77.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","US_IN_18133",77.757143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290","US_IN_18135",78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291","US_IN_18137",78.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","US_IN_18139",77.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293","US_IN_18141",76.457143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","US_IN_18143",73.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","US_IN_18145",77.644444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","US_IN_18147",80.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","US_IN_18149",73.914286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","US_IN_18151",78.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","US_IN_18153",77.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","US_IN_18155",75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","US_IN_18157",78.474194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","US_IN_18159",77.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","US_IN_18161",77.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","US_IN_18163",75.386957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","US_IN_18165",77.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","US_IN_18167",74.746429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","US_IN_18169",76.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","US_IN_18171",80.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","US_IN_18173",79.336364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","US_IN_18175",74.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1311","US_IN_18177",76.082353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1312","US_IN_18179",80.242857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1313","US_IN_18181",78.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","US_IN_18183",80.628571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","US_KS",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","US_KS_20001",75.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","US_KS_20003",79.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","US_KS_20005",76.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","US_KS_20007",76.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","US_KS_20009",78.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","US_KS_20011",75.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","US_KS_20013",76.966667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","US_KS_20015",77.576923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","US_KS_20017",78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","US_KS_20019",77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","US_KS_20021",74.633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","US_KS_20023",81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","US_KS_20025",86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1329","US_KS_20027",78.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1330","US_KS_20029",76.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1331","US_KS_20031",77.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","US_KS_20033",76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333","US_KS_20035",76.381818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1334","US_KS_20037",76.609091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1335","US_KS_20039",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1336","US_KS_20041",77.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1337","US_KS_20043",80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1338","US_KS_20045",80.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339","US_KS_20047",78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1340","US_KS_20049",77.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1341","US_KS_20051",79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","US_KS_20053",77.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1343","US_KS_20055",77.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","US_KS_20057",79.942857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1345","US_KS_20059",77.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1346","US_KS_20061",76.957143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1347","US_KS_20063",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1348","US_KS_20065",78.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1349","US_KS_20067",79.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1350","US_KS_20069",86.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1351","US_KS_20071",77.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1352","US_KS_20073",76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1353","US_KS_20075",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1354","US_KS_20077",75.633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1355","US_KS_20079",79.733333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1356","US_KS_20081",88.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","US_KS_20083",81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358","US_KS_20085",79.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1359","US_KS_20087",77.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1360","US_KS_20089",79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1361","US_KS_20091",80.718103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1362","US_KS_20093",78.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1363","US_KS_20095",78.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1364","US_KS_20097",80.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","US_KS_20099",75.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","US_KS_20101",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","US_KS_20103",77.335714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","US_KS_20105",80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","US_KS_20107",78.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","US_KS_20109",79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","US_KS_20111",78.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","US_KS_20113",78.971429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","US_KS_20115",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","US_KS_20117",78.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375","US_KS_20119",80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","US_KS_20121",79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","US_KS_20123",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378","US_KS_20125",75.723077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","US_KS_20127",78.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","US_KS_20129",85.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","US_KS_20131",79.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","US_KS_20133",76.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1383","US_KS_20135",78.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1384","US_KS_20137",80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","US_KS_20139",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","US_KS_20141",76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","US_KS_20143",77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","US_KS_20145",77.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","US_KS_20147",76.766667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","US_KS_20149",79.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","US_KS_20151",76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","US_KS_20153",80.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","US_KS_20155",76.805882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","US_KS_20157",78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","US_KS_20159",76.633333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","US_KS_20161",80.888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","US_KS_20163",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","US_KS_20165",79.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","US_KS_20167",79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400","US_KS_20169",78.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","US_KS_20171",78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402","US_KS_20173",76.977686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403","US_KS_20175",79.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404","US_KS_20177",77.511628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405","US_KS_20179",77.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406","US_KS_20181",78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407","US_KS_20183",77.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408","US_KS_20185",76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","US_KS_20187",87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410","US_KS_20189",79.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","US_KS_20191",76.983333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","US_KS_20193",81.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413","US_KS_20195",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414","US_KS_20197",79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","US_KS_20199",81.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","US_KS_20201",80.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","US_KS_20203",78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","US_KS_20205",74.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","US_KS_20207",73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","US_KS_20209",75.165455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","US_KY",75.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","US_KY_21001",76.014286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","US_KY_21003",74.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","US_KY_21005",75.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","US_KY_21007",75.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","US_KY_21009",75.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","US_KY_21011",74.466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","US_KY_21013",74.211111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","US_KY_21015",78.433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","US_KY_21017",76.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","US_KY_21019",74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","US_KY_21021",76.514286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433","US_KY_21023",74.233333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434","US_KY_21025",70.157143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
